day	nb_of_cylinder	x	y	z	Ni	Cr						
4	154	-2	4	4	20.00000	25.00000						
4	154	-1	3	4	19.99998	24.99999						
4	154	0	-2	4	20.00312	25.00112						
4	154	1	-1	4	20.18798	25.06767						
4	154	1	4	4	20.00000	25.00000						
4	154	3	-2	4	20.02184	25.00786						
4	154	3	2	4	20.02184	25.00786						
4	190	-4	-3	0	19.99997	24.99991						
4	190	-4	2	0	19.99570	24.98711						
4	190	-3	3	0	19.99998	24.99994						
4	190	-2	1	0	19.96302	24.88905						
4	190	-1	2	0	19.99939	24.99816						
4	190	0	-2	0	20.00061	25.00184						
4	190	1	-1	0	20.03698	25.11095						
4	190	2	-4	0	20.00000	25.00000						
4	190	3	-3	0	20.00003	25.00009						
4	190	4	0	0	20.30158	25.90475						
4	190	-4	-3	4	19.99986	24.99995						
4	190	-3	-1	4	19.69181	24.88905						
4	190	-3	2	4	19.98466	24.99448						
4	190	-2	3	4	19.99994	24.99998						
4	190	-1	2	4	19.99693	24.99890						
4	190	0	0	4	20.16755	25.06032						
4	190	1	0	4	20.50264	25.18095						
4	190	1	4	4	20.00000	25.00000						
4	190	2	2	4	20.01534	25.00552						
4	190	4	0	4	21.50792	25.54285						
4	340	-4	-2	0	19.99597	24.98792						
4	340	-3	-4	0	20.00000	25.00000						
4	340	-2	-4	0	20.00000	25.00000						
4	340	-2	-1	0	19.96535	24.89605						
4	340	-1	-2	0	19.99942	24.99827						
4	340	0	2	0	20.00058	25.00173						
4	340	1	-3	0	20.00001	25.00003						
4	340	1	4	0	20.00000	25.00000						
4	340	2	3	0	20.00002	25.00006						
4	340	3	3	0	20.00003	25.00008						
4	340	-4	-4	4	20.00000	25.00000						
4	340	-4	2	4	19.97987	24.99275						
4	340	-3	3	4	19.99990	24.99997						
4	340	-2	3	4	19.99994	24.99998						
4	340	-1	3	4	19.99998	24.99999						
4	340	0	-2	4	20.00288	25.00104						
4	340	1	-4	4	20.00000	25.00000						
4	340	2	-3	4	20.00010	25.00003						
4	340	2	3	4	20.00010	25.00003						
4	340	4	-2	4	20.02588	25.00932						
4	496	-5	1	0	19.90230	24.70690						
4	496	-3	-2	0	19.99730	24.99189						
4	496	-3	3	0	19.99998	24.99995						
4	496	-1	-4	0	20.00000	25.00000						
4	496	-1	4	0	20.00000	25.00000						
4	496	0	-1	0	20.01086	25.03257						
4	496	1	-4	0	20.00000	25.00000						
4	496	2	-3	0	20.00002	25.00005						
4	496	3	-4	0	20.00000	25.00000						
4	496	3	3	0	20.00003	25.00008						
4	496	-4	-3	4	19.99987	24.99995						
4	496	-3	-2	4	19.98649	24.99514						
4	496	-2	-5	4	20.00000	25.00000						
4	496	-2	3	4	19.99995	24.99998						
4	496	-1	-1	4	19.94572	24.98046						
4	496	0	-3	4	20.00002	25.00001						
4	496	1	-1	4	20.16284	25.05862						
4	496	2	-1	4	20.27139	25.09770						
4	496	2	2	4	20.01351	25.00486						
4	496	4	-1	4	20.48851	25.17586						
4	513	-5	-1	0	19.90292	24.70877						
4	513	-3	-3	0	19.99998	24.99995						
4	513	-3	2	0	19.99731	24.99194						
4	513	-2	3	0	19.99999	24.99997						
4	513	-1	3	0	20.00000	24.99999						
4	513	0	-1	0	20.01079	25.03236						
4	513	1	-3	0	20.00001	25.00003						
4	513	1	4	0	20.00000	25.00000						
4	513	3	-3	0	20.00003	25.00008						
4	513	4	-1	0	20.09708	25.29123						
4	513	-5	-1	4	19.51461	24.82526						
4	513	-3	-2	4	19.98657	24.99517						
4	513	-3	0	4	19.26699	24.73612						
4	513	-2	0	4	19.56019	24.84167						
4	513	-1	-3	4	19.99998	24.99999						
4	513	0	-3	4	20.00002	25.00001						
4	513	1	-3	4	20.00005	25.00002						
4	513	1	2	4	20.00806	25.00290						
4	513	3	-4	4	20.00000	25.00000						
4	513	4	-2	4	20.02417	25.00870						
4	727	-4	-3	0	19.99998	24.99993						
4	727	-4	1	0	19.92995	24.78984						
4	727	-2	-3	0	19.99999	24.99997						
4	727	-2	2	0	19.99851	24.99552						
4	727	-1	2	0	19.99950	24.99851						
4	727	0	-3	0	20.00000	25.00001						
4	727	1	-4	0	20.00000	25.00000						
4	727	2	-2	0	20.00249	25.00747						
4	727	3	-1	0	20.07005	25.21016						
4	727	4	-1	0	20.09007	25.27021						
4	727	-5	0	4	18.77583	24.55930						
4	727	-4	2	4	19.98256	24.99372						
4	727	-3	2	4	19.98754	24.99552						
4	727	-2	1	4	19.84988	24.94596						
4	727	-1	-1	4	19.94996	24.98199						
4	727	0	-5	4	20.00000	25.00000						
4	727	1	-1	4	20.15012	25.05404						
4	727	1	1	4	20.15012	25.05404						
4	727	3	-4	4	20.00000	25.00000						
4	727	3	1	4	20.35027	25.12610						
4	897	-4	-2	0	19.99669	24.99007						
4	897	-4	1	0	19.93352	24.80055						
4	897	-3	2	0	19.99764	24.99291						
4	897	-2	1	0	19.97151	24.91452						
4	897	-1	-2	0	19.99953	24.99858						
4	897	0	-1	0	20.00950	25.02849						
4	897	0	4	0	20.00000	25.00000						
4	897	2	-3	0	20.00002	25.00005						
4	897	2	3	0	20.00002	25.00005						
4	897	3	3	0	20.00002	25.00007						
4	897	-5	-1	4	19.57261	24.84614						
4	897	-3	-4	4	20.00000	25.00000						
4	897	-3	3	4	19.99992	24.99997						
4	897	-2	0	4	19.61275	24.86059						
4	897	-1	0	4	19.87092	24.95353						
4	897	0	0	4	20.12908	25.04647						
4	897	1	-5	4	20.00000	25.00000						
4	897	1	3	4	20.00005	25.00002						
4	897	2	1	4	20.23744	25.08548						
4	897	4	0	4	21.16176	25.41824						
4	980	-5	0	0	19.77301	24.31904						
4	980	-3	-3	0	19.99998	24.99995						
4	980	-3	0	0	19.87390	24.62169						
4	980	-2	1	0	19.97217	24.91650						
4	980	-1	3	0	20.00000	24.99999						
4	980	0	-3	0	20.00000	25.00001						
4	980	1	0	0	20.07566	25.22699						
4	980	1	2	0	20.00139	25.00416						
4	980	3	-4	0	20.00000	25.00000						
4	980	3	2	0	20.00323	25.00970						
4	980	-5	0	4	18.86506	24.59142						
4	980	-4	1	4	19.67526	24.88309						
4	980	-2	-5	4	20.00000	25.00000						
4	980	-2	2	4	19.99307	24.99751						
4	980	-1	3	4	19.99998	24.99999						
4	980	0	-3	4	20.00002	25.00001						
4	980	1	-1	4	20.13917	25.05010						
4	980	2	-2	4	20.01155	25.00416						
4	980	3	-2	4	20.01617	25.00582						
4	980	3	0	4	20.88273	25.31778						
4	985	-5	-1	0	19.91661	24.74983						
4	985	-4	3	0	19.99998	24.99993						
4	985	-2	-3	0	19.99999	24.99997						
4	985	-1	-5	0	20.00000	25.00000						
4	985	-1	-3	0	20.00000	24.99999						
4	985	0	-3	0	20.00000	25.00001						
4	985	0	4	0	20.00000	25.00000						
4	985	2	-3	0	20.00002	25.00005						
4	985	3	-1	0	20.06486	25.19458						
4	985	3	2	0	20.00323	25.00969						
4	985	-4	-3	4	19.99989	24.99996						
4	985	-4	1	4	19.67570	24.88325						
4	985	-2	-2	4	19.99308	24.99751						
4	985	-1	-5	4	20.00000	25.00000						
4	985	-1	0	4	19.87407	24.95466						
4	985	0	-1	4	20.04633	25.01668						
4	985	1	-3	4	20.00005	25.00002						
4	985	2	-4	4	20.00000	25.00000						
4	985	3	-3	4	20.00011	25.00004						
4	985	3	3	4	20.00011	25.00004						
5	3	-4	0	0	19.67033	24.23077						
5	3	-4	3	0	19.99997	24.99991						
5	3	-2	-2	0	19.99799	24.99396						
5	3	-2	0	0	19.89011	24.67033						
5	3	-1	-2	0	19.99933	24.99799						
5	3	0	-2	0	20.00067	25.00201						
5	3	1	-3	0	20.00001	25.00004						
5	3	2	-4	0	20.00000	25.00000						
5	3	2	3	0	20.00002	25.00007						
5	3	4	1	0	20.12128	25.36384						
5	3	-4	0	4	18.71795	24.53846						
5	3	-4	1	4	19.52836	24.83021						
5	3	-2	-4	4	20.00000	25.00000						
5	3	-2	2	4	19.98994	24.99638						
5	3	-1	0	4	19.81685	24.93407						
5	3	0	1	4	20.06738	25.02426						
5	3	1	-4	4	20.00000	25.00000						
5	3	2	-4	4	20.00000	25.00000						
5	3	3	-3	4	20.00016	25.00006						
5	3	4	1	4	20.60639	25.21830						
5	130	-5	1	0	19.88595	24.65784						
5	130	-3	-4	0	20.00000	25.00000						
5	130	-3	3	0	19.99998	24.99994						
5	130	-2	0	0	19.89666	24.68997						
5	130	-1	2	0	19.99937	24.99811						
5	130	0	-4	0	20.00000	25.00000						
5	130	0	3	0	20.00000	25.00001						
5	130	2	-4	0	20.00000	25.00000						
5	130	2	2	0	20.00315	25.00946						
5	130	4	-2	0	20.00568	25.01704						
5	130	-5	0	4	18.44985	24.44194						
5	130	-4	3	4	19.99985	24.99995						
5	130	-2	-3	4	19.99994	24.99998						
5	130	-2	2	4	19.99054	24.99659						
5	130	-1	1	4	19.93664	24.97719						
5	130	0	-2	4	20.00315	25.00114						
5	130	1	-1	4	20.19009	25.06843						
5	130	2	-3	4	20.00011	25.00004						
5	130	2	2	4	20.01577	25.00568						
5	130	4	-1	4	20.57027	25.20530						
5	190	-5	-1	0	19.88905	24.66716						
5	190	-3	-1	0	19.93836	24.81509						
5	190	-2	-3	0	19.99999	24.99996						
5	190	-2	0	0	19.89947	24.69842						
5	190	-1	0	0	19.96649	24.89947						
5	190	0	0	0	20.03351	25.10053						
5	190	0	4	0	20.00000	25.00000						
5	190	2	-2	0	20.00307	25.00921						
5	190	2	1	0	20.06164	25.18491						
5	190	3	3	0	20.00003	25.00009						
5	190	-5	1	4	19.44527	24.80030						
5	190	-3	-1	4	19.69181	24.88905						
5	190	-2	-2	4	19.99079	24.99669						
5	190	-2	3	4	19.99994	24.99998						
5	190	-1	4	4	20.00000	25.00000						
5	190	0	-4	4	20.00000	25.00000						
5	190	1	-5	4	20.00000	25.00000						
5	190	1	1	4	20.18491	25.06657						
5	190	3	-3	4	20.00014	25.00005						
5	190	4	0	4	21.50792	25.54285						
5	303	-4	-2	0	19.99591	24.98774						
5	303	-3	-2	0	19.99708	24.99124						
5	303	-2	-3	0	19.99999	24.99996						
5	303	-2	1	0	19.96481	24.89442						
5	303	-1	0	0	19.96811	24.90434						
5	303	0	-1	0	20.01173	25.03519						
5	303	0	4	0	20.00000	25.00000						
5	303	1	4	0	20.00000	25.00000						
5	303	2	3	0	20.00002	25.00006						
5	303	4	-1	0	20.10558	25.31673						
5	303	-4	-2	4	19.97956	24.99264						
5	303	-3	-2	4	19.98540	24.99474						
5	303	-2	-4	4	20.00000	25.00000						
5	303	-2	0	4	19.52168	24.82781						
5	303	-1	0	4	19.84056	24.94260						
5	303	0	-3	4	20.00002	25.00001						
5	303	0	3	4	20.00002	25.00001						
5	303	2	-3	4	20.00010	25.00004						
5	303	3	-3	4	20.00014	25.00005						
5	303	3	1	4	20.41058	25.14781						
5	365	-4	-3	0	19.99997	24.99992						
5	365	-3	-3	0	19.99998	24.99994						
5	365	-3	0	0	19.84463	24.53390						
5	365	-1	-4	0	20.00000	25.00000						
5	365	-1	1	0	19.98857	24.96571						
5	365	0	1	0	20.01143	25.03429						
5	365	1	-4	0	20.00000	25.00000						
5	365	1	4	0	20.00000	25.00000						
5	365	3	-2	0	20.00398	25.01195						
5	365	3	1	0	20.08002	25.24005						
5	365	-5	0	4	18.60171	24.49662						
5	365	-3	-2	4	19.98577	24.99488						
5	365	-3	2	4	19.98577	24.99488						
5	365	-1	-5	4	20.00000	25.00000						
5	365	-1	-1	4	19.94284	24.97942						
5	365	0	-1	4	20.05716	25.02058						
5	365	0	4	4	20.00000	25.00000						
5	365	2	-3	4	20.00010	25.00003						
5	365	3	-2	4	20.01992	25.00717						
5	365	4	-1	4	20.51440	25.18518						
5	460	-5	-1	0	19.90094	24.70283						
5	460	-3	-3	0	19.99998	24.99994						
5	460	-3	1	0	19.94497	24.83490						
5	460	-1	-5	0	20.00000	25.00000						
5	460	-1	-2	0	19.99945	24.99836						
5	460	0	-3	0	20.00000	25.00001						
5	460	0	4	0	20.00000	25.00000						
5	460	1	4	0	20.00000	25.00000						
5	460	3	-3	0	20.00003	25.00008						
5	460	4	1	0	20.09906	25.29717						
5	460	-5	-1	4	19.50471	24.82170						
5	460	-4	1	4	19.61478	24.86132						
5	460	-3	2	4	19.98630	24.99507						
5	460	-1	-5	4	20.00000	25.00000						
5	460	-1	2	4	19.99726	24.99901						
5	460	0	-3	4	20.00002	25.00001						
5	460	1	-5	4	20.00000	25.00000						
5	460	2	-2	4	20.01370	25.00493						
5	460	2	0	4	20.74796	25.26927						
5	460	3	3	4	20.00013	25.00005						
5	498	-4	-4	0	20.00000	25.00000						
5	498	-4	3	0	19.99997	24.99992						
5	498	-2	-2	0	19.99838	24.99514						
5	498	-1	-5	0	20.00000	25.00000						
5	498	-1	3	0	20.00000	24.99999						
5	498	0	1	0	20.01085	25.03254						
5	498	1	0	0	20.08846	25.26538						
5	498	2	-3	0	20.00002	25.00005						
5	498	3	-2	0	20.00378	25.01134						
5	498	4	1	0	20.09763	25.29288						
5	498	-5	0	4	18.67311	24.52232						
5	498	-3	-3	4	19.99991	24.99997						
5	498	-2	-4	4	20.00000	25.00000						
5	498	-2	-1	4	19.83729	24.94142						
5	498	-1	3	4	19.99998	24.99999						
5	498	0	1	4	20.05424	25.01953						
5	498	1	-2	4	20.00810	25.00292						
5	498	1	3	4	20.00005	25.00002						
5	498	3	-2	4	20.01890	25.00680						
5	498	3	3	4	20.00013	25.00005						
5	640	-5	0	0	19.74791	24.24373						
5	640	-4	0	0	19.80393	24.41179						
5	640	-2	-4	0	20.00000	25.00000						
5	640	-2	0	0	19.91597	24.74791						
5	640	-1	4	0	20.00000	25.00000						
5	640	0	1	0	20.01030	25.03091						
5	640	0	4	0	20.00000	25.00000						
5	640	1	3	0	20.00001	25.00003						
5	640	3	-1	0	20.07213	25.21639						
5	640	4	1	0	20.09274	25.27822						
5	640	-4	-3	4	19.99988	24.99996						
5	640	-3	-3	4	19.99991	24.99997						
5	640	-3	2	4	19.98717	24.99538						
5	640	-2	2	4	19.99230	24.99723						
5	640	-1	1	4	19.94848	24.98145						
5	640	0	-4	4	20.00000	25.00000						
5	640	1	-3	4	20.00005	25.00002						
5	640	1	2	4	20.00770	25.00277						
5	640	3	-4	4	20.00000	25.00000						
5	640	4	1	4	20.46369	25.16693						
5	705	-5	-1	0	19.90928	24.72783						
5	705	-3	-1	0	19.94960	24.84880						
5	705	-2	-3	0	19.99999	24.99997						
5	705	-1	-5	0	20.00000	25.00000						
5	705	-1	-2	0	19.99950	24.99849						
5	705	0	-4	0	20.00000	25.00000						
5	705	1	-3	0	20.00001	25.00003						
5	705	1	3	0	20.00001	25.00003						
5	705	2	3	0	20.00002	25.00005						
5	705	4	-2	0	20.00452	25.01355						
5	705	-5	1	4	19.54639	24.83670						
5	705	-3	-3	4	19.99992	24.99997						
5	705	-3	0	4	19.31497	24.75339						
5	705	-2	-1	4	19.84880	24.94557						
5	705	-1	0	4	19.86299	24.95068						
5	705	0	-2	4	20.00251	25.00090						
5	705	1	-2	4	20.00753	25.00271						
5	705	1	2	4	20.00753	25.00271						
5	705	3	-3	4	20.00012	25.00004						
5	705	3	2	4	20.01757	25.00632						
5	892	-4	-4	0	20.00000	25.00000						
5	892	-4	1	0	19.93342	24.80026						
5	892	-3	2	0	19.99763	24.99290						
5	892	-2	4	0	20.00000	25.00000						
5	892	-1	3	0	20.00000	24.99999						
5	892	0	-1	0	20.00951	25.02853						
5	892	1	-5	0	20.00000	25.00000						
5	892	1	2	0	20.00142	25.00426						
5	892	2	1	0	20.04756	25.14267						
5	892	3	1	0	20.06658	25.19974						
5	892	-5	-1	4	19.57199	24.84592						
5	892	-3	-2	4	19.98816	24.99574						
5	892	-2	-3	4	19.99995	24.99998						
5	892	-1	-5	4	20.00000	25.00000						
5	892	-1	1	4	19.95244	24.98288						
5	892	0	-5	4	20.00000	25.00000						
5	892	1	-2	4	20.00710	25.00256						
5	892	1	1	4	20.14267	25.05136						
5	892	2	1	4	20.23778	25.08560						
5	892	3	1	4	20.33290	25.11984						
6	137	-5	-2	0	19.99434	24.98302						
6	137	-4	3	0	19.99997	24.99991						
6	137	-3	0	0	19.82832	24.48497						
6	137	-2	4	0	20.00000	25.00000						
6	137	-1	-1	0	19.98737	24.96211						
6	137	0	-3	0	20.00000	25.00001						
6	137	0	3	0	20.00000	25.00001						
6	137	1	4	0	20.00000	25.00000						
6	137	2	2	0	20.00314	25.00943						
6	137	3	0	0	20.24035	25.72104						
6	137	-5	0	4	18.45490	24.44377						
6	137	-3	-4	4	20.00000	25.00000						
6	137	-3	1	4	19.68422	24.88632						
6	137	-2	0	4	19.48497	24.81459						
6	137	-1	4	4	20.00000	25.00000						
6	137	0	0	4	20.17168	25.06180						
6	137	0	4	4	20.00000	25.00000						
6	137	2	-3	4	20.00011	25.00004						
6	137	3	-2	4	20.02201	25.00792						
6	137	3	1	4	20.44210	25.15915						
6	206	-4	-2	0	19.99573	24.98720						
6	206	-4	1	0	19.91433	24.74298						
6	206	-2	-3	0	19.99999	24.99996						
6	206	-1	-4	0	20.00000	25.00000						
6	206	-1	0	0	19.96673	24.90019						
6	206	0	-3	0	20.00000	25.00001						
6	206	0	4	0	20.00000	25.00000						
6	206	1	1	0	20.03672	25.11015						
6	206	2	3	0	20.00002	25.00006						
6	206	3	2	0	20.00427	25.01280						
6	206	-4	-3	4	19.99986	24.99995						
6	206	-4	1	4	19.57164	24.84579						
6	206	-2	-4	4	20.00000	25.00000						
6	206	-1	-5	4	20.00000	25.00000						
6	206	-1	2	4	19.99695	24.99890						
6	206	0	2	4	20.00305	25.00110						
6	206	0	3	4	20.00002	25.00001						
6	206	1	3	4	20.00006	25.00002						
6	206	3	-3	4	20.00014	25.00005						
6	206	4	-1	4	20.55075	25.19827						
6	283	-4	-2	0	19.99588	24.98763						
6	283	-4	1	0	19.91718	24.75154						
6	283	-2	-2	0	19.99823	24.99470						
6	283	-2	3	0	19.99999	24.99996						
6	283	-1	3	0	20.00000	24.99999						
6	283	0	-3	0	20.00000	25.00001						
6	283	1	-3	0	20.00001	25.00004						
6	283	2	-1	0	20.05916	25.17747						
6	283	3	-2	0	20.00412	25.01237						
6	283	4	-1	0	20.10648	25.31945						
6	283	-5	0	4	18.55272	24.47898						
6	283	-4	3	4	19.99986	24.99995						
6	283	-3	3	4	19.99990	24.99996						
6	283	-2	2	4	19.99116	24.99682						
6	283	-1	1	4	19.94084	24.97870						
6	283	0	-3	4	20.00002	25.00001						
6	283	0	4	4	20.00000	25.00000						
6	283	1	3	4	20.00006	25.00002						
6	283	3	-2	4	20.02062	25.00742						
6	283	3	1	4	20.41411	25.14908						
6	395	-5	-2	0	19.99494	24.98482						
6	395	-4	3	0	19.99997	24.99992						
6	395	-3	3	0	19.99998	24.99994						
6	395	-2	2	0	19.99831	24.99494						
6	395	-1	-1	0	19.98871	24.96612						
6	395	0	1	0	20.01129	25.03388						
6	395	0	4	0	20.00000	25.00000						
6	395	2	-1	0	20.05646	25.16939						
6	395	3	-3	0	20.00003	25.00008						
6	395	3	2	0	20.00394	25.01181						
6	395	-5	0	4	18.61866	24.50272						
6	395	-3	-3	4	19.99991	24.99997						
6	395	-3	2	4	19.98594	24.99494						
6	395	-2	2	4	19.99157	24.99696						
6	395	-1	2	4	19.99719	24.99899						
6	395	0	1	4	20.05646	25.02033						
6	395	1	-5	4	20.00000	25.00000						
6	395	2	-4	4	20.00000	25.00000						
6	395	2	2	4	20.01406	25.00506						
6	395	3	0	4	21.07438	25.38678						
6	439	-4	-4	0	20.00000	25.00000						
6	439	-3	-1	0	19.94452	24.83355						
6	439	-2	-2	0	19.99834	24.99503						
6	439	-2	2	0	19.99834	24.99503						
6	439	-1	-2	0	19.99945	24.99834						
6	439	0	-2	0	20.00055	25.00166						
6	439	0	4	0	20.00000	25.00000						
6	439	1	3	0	20.00001	25.00003						
6	439	3	-3	0	20.00003	25.00008						
6	439	3	2	0	20.00387	25.01160						
6	439	-5	1	4	19.50064	24.82023						
6	439	-4	3	4	19.99987	24.99995						
6	439	-2	-4	4	20.00000	25.00000						
6	439	-2	4	4	20.00000	25.00000						
6	439	-1	-2	4	19.99724	24.99901						
6	439	0	-1	4	20.05548	25.01997						
6	439	1	0	4	20.45246	25.16289						
6	439	2	-2	4	20.01381	25.00497						
6	439	3	-3	4	20.00013	25.00005						
6	439	4	1	4	20.49936	25.17977						
6	454	-5	0	0	19.73011	24.19032						
6	454	-3	-4	0	20.00000	25.00000						
6	454	-3	0	0	19.85006	24.55018						
6	454	-2	4	0	20.00000	25.00000						
6	454	-1	4	0	20.00000	25.00000						
6	454	0	-2	0	20.00055	25.00165						
6	454	1	-5	0	20.00000	25.00000						
6	454	2	-2	0	20.00275	25.00824						
6	454	3	-2	0	20.00384	25.01153						
6	454	4	-2	0	20.00494	25.01483						
6	454	-4	-2	4	19.98078	24.99308						
6	454	-4	0	4	18.95041	24.62215						
6	454	-3	1	4	19.72420	24.90071						
6	454	-1	-4	4	20.00000	25.00000						
6	454	-1	1	4	19.94484	24.98014						
6	454	0	0	4	20.14994	25.05398						
6	454	1	-2	4	20.00824	25.00297						
6	454	2	-3	4	20.00009	25.00003						
6	454	3	-3	4	20.00013	25.00005						
6	454	3	2	4	20.01922	25.00692						
6	457	-5	0	0	19.73042	24.19126						
6	457	-4	3	0	19.99997	24.99992						
6	457	-3	1	0	19.94490	24.83471						
6	457	-2	1	0	19.96694	24.90083						
6	457	-1	-1	0	19.98898	24.96694						
6	457	0	-1	0	20.01102	25.03306						
6	457	1	-2	0	20.00165	25.00494						
6	457	2	-3	0	20.00002	25.00006						
6	457	3	-4	0	20.00000	25.00000						
6	457	3	0	0	20.20967	25.62902						
6	457	-5	1	4	19.50414	24.82149						
6	457	-4	2	4	19.98080	24.99309						
6	457	-2	-3	4	19.99994	24.99998						
6	457	-2	3	4	19.99994	24.99998						
6	457	-1	1	4	19.94490	24.98017						
6	457	0	-5	4	20.00000	25.00000						
6	457	1	-3	4	20.00006	25.00002						
6	457	2	-4	4	20.00000	25.00000						
6	457	3	-2	4	20.01920	25.00691						
6	457	4	0	4	21.34790	25.48524						
6	529	-4	-4	0	20.00000	25.00000						
6	529	-3	-3	0	19.99998	24.99995						
6	529	-3	2	0	19.99733	24.99199						
6	529	-2	1	0	19.96783	24.90350						
6	529	-1	2	0	19.99947	24.99840						
6	529	0	2	0	20.00053	25.00160						
6	529	0	4	0	20.00000	25.00000						
6	529	2	-3	0	20.00002	25.00005						
6	529	2	1	0	20.05361	25.16083						
6	529	4	-1	0	20.09650	25.28950						
6	529	-5	-1	4	19.51750	24.82630						
6	529	-3	-4	4	20.00000	25.00000						
6	529	-3	0	4	19.27135	24.73769						
6	529	-2	3	4	19.99995	24.99998						
6	529	-1	2	4	19.99733	24.99904						
6	529	0	-1	4	20.05361	25.01930						
6	529	1	0	4	20.43719	25.15739						
6	529	2	-3	4	20.00009	25.00003						
6	529	2	1	4	20.26806	25.09650						
6	529	4	-1	4	20.48250	25.17370						
6	726	-4	-1	0	19.92992	24.78977						
6	726	-4	1	0	19.92992	24.78977						
6	726	-3	0	0	19.86394	24.59181						
6	726	-2	1	0	19.96997	24.90990						
6	726	-1	1	0	19.98999	24.96997						
6	726	0	1	0	20.01001	25.03003						
6	726	0	3	0	20.00000	25.00001						
6	726	1	1	0	20.03003	25.09010						
6	726	2	1	0	20.05005	25.15016						
6	726	4	-1	0	20.09010	25.27030						
6	726	-4	-4	4	20.00000	25.00000						
6	726	-4	1	4	19.64962	24.87386						
6	726	-3	1	4	19.74973	24.90990						
6	726	-1	-5	4	20.00000	25.00000						
6	726	-1	3	4	19.99998	24.99999						
6	726	0	-3	4	20.00002	25.00001						
6	726	1	-4	4	20.00000	25.00000						
6	726	1	3	4	20.00005	25.00002						
6	726	3	-2	4	20.01744	25.00628						
6	726	4	-1	4	20.45049	25.16218						
6	792	-4	-3	0	19.99998	24.99993						
6	792	-3	-3	0	19.99998	24.99995						
6	792	-2	-3	0	19.99999	24.99997						
6	792	-2	3	0	19.99999	24.99997						
6	792	-1	2	0	19.99951	24.99854						
6	792	0	1	0	20.00980	25.02941						
6	792	0	4	0	20.00000	25.00000						
6	792	2	-3	0	20.00002	25.00005						
6	792	3	-4	0	20.00000	25.00000						
6	792	4	1	0	20.08822	25.26466						
6	792	-4	-3	4	19.99988	24.99996						
6	792	-3	-2	4	19.98780	24.99561						
6	792	-2	-5	4	20.00000	25.00000						
6	792	-2	0	4	19.60032	24.85611						
6	792	-1	2	4	19.99756	24.99912						
6	792	0	-3	4	20.00002	25.00001						
6	792	1	-5	4	20.00000	25.00000						
6	792	2	-2	4	20.01220	25.00439						
6	792	3	-3	4	20.00012	25.00004						
6	792	3	0	4	20.93259	25.33573						
7	79	-4	-2	0	19.99548	24.98643						
7	79	-3	-3	0	19.99998	24.99993						
7	79	-2	-2	0	19.99806	24.99418						
7	79	-2	0	0	19.89413	24.68238						
7	79	-1	3	0	20.00000	24.99999						
7	79	0	1	0	20.01298	25.03895						
7	79	1	-3	0	20.00001	25.00004						
7	79	2	-4	0	20.00000	25.00000						
7	79	2	1	0	20.06491	25.19474						
7	79	3	2	0	20.00452	25.01357						
7	79	-4	-4	4	20.00000	25.00000						
7	79	-4	0	4	18.76481	24.55533						
7	79	-3	3	4	19.99989	24.99996						
7	79	-2	-1	4	19.80526	24.92989						
7	79	-1	0	4	19.82354	24.93648						
7	79	0	1	4	20.06491	25.02337						
7	79	0	3	4	20.00002	25.00001						
7	79	2	-2	4	20.01616	25.00582						
7	79	3	-2	4	20.02262	25.00814						
7	79	4	-1	4	20.58423	25.21032						
7	222	-5	-2	0	19.99456	24.98367						
7	222	-3	-1	0	19.93924	24.81773						
7	222	-3	3	0	19.99998	24.99994						
7	222	-2	0	0	19.90091	24.70272						
7	222	-1	-1	0	19.98785	24.96355						
7	222	0	-2	0	20.00060	25.00181						
7	222	1	-5	0	20.00000	25.00000						
7	222	2	-4	0	20.00000	25.00000						
7	222	3	-2	0	20.00423	25.01270						
7	222	4	0	0	20.29728	25.89185						
7	222	-5	0	4	18.51358	24.46489						
7	222	-4	2	4	19.97883	24.99238						
7	222	-2	-5	4	20.00000	25.00000						
7	222	-1	-4	4	20.00000	25.00000						
7	222	-1	1	4	19.93924	24.97813						
7	222	0	-4	4	20.00000	25.00000						
7	222	1	-4	4	20.00000	25.00000						
7	222	1	2	4	20.00907	25.00327						
7	222	2	2	4	20.01512	25.00544						
7	222	4	-2	4	20.02722	25.00980						
7	240	-4	-3	0	19.99997	24.99992						
7	240	-3	-4	0	20.00000	25.00000						
7	240	-3	1	0	19.93972	24.81917						
7	240	-2	0	0	19.90169	24.70508						
7	240	-1	-2	0	19.99940	24.99820						
7	240	0	-5	0	20.00000	25.00000						
7	240	0	4	0	20.00000	25.00000						
7	240	2	-2	0	20.00300	25.00900						
7	240	2	1	0	20.06028	25.18083						
7	240	3	2	0	20.00420	25.01260						
7	240	-4	-2	4	19.97899	24.99244						
7	240	-4	3	4	19.99986	24.99995						
7	240	-3	1	4	19.69862	24.89150						
7	240	-2	2	4	19.99100	24.99676						
7	240	-1	0	4	19.83615	24.94102						
7	240	0	-1	4	20.06028	25.02170						
7	240	1	-4	4	20.00000	25.00000						
7	240	2	-2	4	20.01500	25.00540						
7	240	2	3	4	20.00010	25.00004						
7	240	3	0	4	21.14692	25.41289						
7	600	-4	-3	0	19.99998	24.99993						
7	600	-3	-4	0	20.00000	25.00000						
7	600	-3	3	0	19.99998	24.99995						
7	600	-1	-5	0	20.00000	25.00000						
7	600	-1	1	0	19.98955	24.96865						
7	600	0	-2	0	20.00052	25.00156						
7	600	1	-2	0	20.00156	25.00468						
7	600	2	-2	0	20.00260	25.00780						
