day	nb_of_cylinder	x	y	z	Ni	Cr			
4	573	1	-5	4	20.000	25.000			
4	573	-3	0	4	19.283	24.742			
4	573	1	1	4	20.158	25.057			
4	597	-4	-2	0	19.996	24.989			
4	597	1	-5	0	20.000	25.000			
4	597	-3	2	0	19.997	24.992			
4	597	1	0	0	20.085	25.256			
4	597	-1	-3	1	20.000	25.000			
4	597	1	-2	1	20.003	25.004			
4	597	-5	0	1	19.488	24.309			
4	597	0	3	1	20.000	25.000			
4	597	-3	-3	2	20.000	25.000			
4	597	0	-5	2	20.000	25.000			
4	597	-1	1	2	19.969	24.975			
4	597	0	3	2	20.000	25.000			
4	597	-4	-3	3	20.000	25.000			
4	597	1	-3	3	20.000	25.000			
4	597	-1	0	3	19.886	24.940			
4	597	2	2	3	20.010	25.005			
4	597	-1	-2	4	19.997	24.999			
4	597	3	-1	4	20.366	25.132			
4	597	-1	0	4	19.858	24.949			
4	597	2	1	4	20.262	25.094			
4	611	-4	-1	0	19.927	24.781			
4	611	3	-3	0	20.000	25.000			
4	611	-2	4	0	20.000	25.000			
4	611	1	0	0	20.085	25.255			
4	611	-2	-5	1	20.000	25.000			
4	611	4	-2	1	20.009	25.013			
4	611	-1	0	1	19.943	24.924			
4	611	2	0	1	20.283	25.382			
4	611	-5	-2	2	19.986	24.989			
4	611	2	-1	2	20.156	25.125			
4	611	-3	0	2	19.576	24.660			
4	611	0	1	2	20.031	25.025			
4	611	-1	-2	3	19.998	24.999			
4	611	0	-1	3	20.042	25.022			
4	611	-3	0	3	19.434	24.703			
4	611	1	2	3	20.006	25.003			
4	611	-4	-1	4	19.636	24.869			
4	611	3	-2	4	20.018	25.007			
4	611	-4	1	4	19.636	24.869			
4	611	2	2	4	20.013	25.005			
4	663	-2	-2	0	19.998	24.995			
4	663	1	-4	0	20.000	25.000			
4	663	-3	1	0	19.949	24.847			
4	663	0	4	0	20.000	25.000			
4	663	-5	-1	1	19.816	24.752			
4	663	0	-4	1	20.000	25.000			
4	663	-2	1	1	19.939	24.917			
4	663	2	3	1	20.000	25.000			
4	663	-2	-1	2	19.908	24.926			
4	663	0	-4	2	20.000	25.000			
4	663	-1	2	2	19.998	24.999			
4	663	0	4	2	20.000	25.000			
4	663	-4	-1	3	19.714	24.850			
4	663	1	-2	3	20.006	25.003			
4	663	-4	3	3	20.000	25.000			
4	663	0	0	3	20.111	25.058			
4	663	-1	-4	4	20.000	25.000			
4	663	0	-4	4	20.000	25.000			
4	663	-3	2	4	19.987	24.995			
4	663	3	0	4	20.973	25.350			
4	709	-1	-4	0	20.000	25.000			
4	709	2	-3	0	20.000	25.000			
4	709	-2	1	0	19.970	24.909			
4	709	3	2	0	20.004	25.011			
4	709	-3	-3	1	20.000	25.000			
4	709	4	-1	1	20.181	25.245			
4	709	-2	1	1	19.940	24.918			
4	709	2	1	1	20.101	25.136			
4	709	-1	-2	2	19.998	24.999			
4	709	2	-2	2	20.008	25.006			
4	709	-3	1	2	19.849	24.879			
4	709	4	1	2	20.272	25.217			
4	709	-4	-3	3	20.000	25.000			
4	709	2	-4	3	20.000	25.000			
4	709	-2	3	3	20.000	25.000			
4	709	0	0	3	20.109	25.057			
4	709	-4	-4	4	20.000	25.000			
4	709	1	-2	4	20.008	25.003			
4	709	-2	4	4	20.000	25.000			
4	709	1	1	4	20.151	25.054			
4	711	-4	-4	0	20.000	25.000			
4	711	3	-1	0	20.070	25.211			
4	711	-4	1	0	19.930	24.789			
4	711	2	2	0	20.003	25.008			
4	711	-1	-2	1	19.999	24.999			
4	711	0	-5	1	20.000	25.000			
4	711	-5	1	1	19.819	24.756			
4	711	3	2	1	20.007	25.009			
4	711	-3	-1	2	19.849	24.879			
4	711	0	-4	2	20.000	25.000			
4	711	-1	3	2	20.000	25.000			
4	711	3	3	2	20.000	25.000			
4	711	-4	-1	3	19.718	24.852			
4	711	1	-1	3	20.121	25.063			
4	711	-1	4	3	20.000	25.000			
4	711	1	1	3	20.121	25.063			
4	711	-2	-3	4	20.000	25.000			
4	711	3	-2	4	20.018	25.006			
4	711	-2	4	4	20.000	25.000			
4	711	2	2	4	20.013	25.005			
5	108	-4	-2	0	19.996	24.987			
5	108	2	-1	0	20.064	25.192			
5	108	-2	4	0	20.000	25.000			
5	108	2	0	0	20.174	25.522			
5	108	-3	-3	1	20.000	25.000			
5	108	0	-1	1	20.026	25.035			
5	108	-2	1	1	19.923	24.896			
5	108	0	3	1	20.000	25.000			
5	108	-2	-1	2	19.885	24.908			
5	108	2	-1	2	20.192	25.154			
5	108	-1	2	2	19.998	24.998			
5	108	1	3	2	20.000	25.000			
5	108	-4	-2	3	19.982	24.991			
5	108	1	-1	3	20.154	25.081			
5	108	-4	2	3	19.982	24.991			
5	108	3	2	3	20.018	25.009			
5	108	-4	-1	4	19.552	24.839			
5	108	0	-4	4	20.000	25.000			
5	108	-4	3	4	20.000	25.000			
5	108	1	4	4	20.000	25.000			
5	113	-3	-4	0	20.000	25.000			
5	113	2	-3	0	20.000	25.000			
5	113	-2	2	0	19.998	24.994			
5	113	0	3	0	20.000	25.000			
5	113	-1	-2	1	19.999	24.998			
5	113	0	-5	1	20.000	25.000			
5	113	-2	0	1	19.792	24.719			
5	113	1	2	1	20.004	25.005			
5	113	-3	-2	2	19.990	24.992			
5	113	4	-2	2	20.017	25.014			
5	113	-1	0	2	19.896	24.917			
5	113	0	1	2	20.038	25.031			
5	113	-5	-1	3	19.540	24.759			
5	113	1	-3	3	20.000	25.000			
5	113	-2	3	3	20.000	25.000			
5	113	3	0	3	20.972	25.510			
5	113	-4	-4	4	20.000	25.000			
5	113	1	-2	4	20.010	25.003			
5	113	-2	0	4	19.479	24.812			
5	113	2	1	4	20.319	25.115			
5	114	-3	-2	0	19.997	24.990			
5	114	4	-2	0	20.006	25.017			
5	114	-3	0	0	19.826	24.479			
5	114	3	2	0	20.004	25.013			
5	114	-1	-3	1	20.000	25.000			
5	114	3	-1	1	20.179	25.241			
5	114	-3	0	1	19.653	24.531			
5	114	3	0	1	20.486	25.656			
5	114	-4	-2	2	19.987	24.989			
5	114	1	-1	2	20.115	25.092			
5	114	-4	0	2	19.271	24.417			
5	114	4	1	2	20.345	25.276			
5	114	-2	-3	3	20.000	25.000			
5	114	4	-2	3	20.023	25.012			
5	114	-4	0	3	19.028	24.490			
5	114	0	1	3	20.051	25.027			
5	114	-5	-2	4	19.971	24.990			
5	114	2	-2	4	20.016	25.006			
5	114	-5	0	4	18.438	24.438			
5	114	1	2	4	20.010	25.003			
5	166	-3	-3	0	20.000	25.000			
5	166	1	-5	0	20.000	25.000			
5	166	-5	0	0	19.695	24.085			
5	166	1	1	0	20.037	25.112			
5	166	-2	-4	1	20.000	25.000			
5	166	4	-1	1	20.224	25.303			
5	166	-5	0	1	19.390	24.177			
5	166	2	1	1	20.125	25.168			
5	166	-4	-2	2	19.987	24.990			
5	166	2	-1	2	20.187	25.150			
5	166	-1	0	2	19.898	24.919			
5	166	2	2	2	20.009	25.007			
5	166	-5	-2	3	19.978	24.988			
5	166	0	-2	3	20.002	25.001			
5	166	-2	3	3	20.000	25.000			
5	166	3	0	3	20.949	25.498			
5	166	-3	-3	4	20.000	25.000			
5	166	3	-1	4	20.436	25.157			
5	166	-2	1	4	19.813	24.933			
5	166	1	1	4	20.187	25.067			
5	171	-1	-2	0	19.999	24.998			
5	171	1	-1	0	20.037	25.112			
5	171	-3	1	0	19.938	24.813			
5	171	2	2	0	20.003	25.009			
5	171	-4	-3	1	20.000	25.000			
5	171	4	-2	1	20.011	25.015			
5	171	-3	1	1	19.876	24.832			
5	171	2	0	1	20.338	25.456			
5	171	-2	-2	2	19.994	24.996			
5	171	1	-2	2	20.006	25.004			
5	171	-3	1	2	19.813	24.851			
5	171	3	1	2	20.261	25.209			
5	171	-4	-4	3	20.000	25.000			
5	171	3	-2	3	20.017	25.009			
5	171	-1	4	3	20.000	25.000			
5	171	1	1	3	20.149	25.078			
5	171	-1	-3	4	20.000	25.000			
5	171	2	-1	4	20.311	25.112			
5	171	-5	1	4	19.440	24.799			
5	171	0	1	4	20.062	25.022			
5	509	-3	-2	0	19.997	24.992			
5	509	0	-2	0	20.001	25.002			
5	509	-1	4	0	20.000	25.000			
5	509	1	1	0	20.032	25.097			
5	509	-2	-3	1	20.000	25.000			
5	509	3	-2	1	20.008	25.010			
5	509	-2	4	1	20.000	25.000			
5	509	2	2	1	20.005	25.007			
5	509	-4	-2	2	19.989	24.991			
5	509	2	-1	2	20.162	25.130			
5	509	-2	4	2	20.000	25.000			
5	509	2	0	2	20.440	25.352			
5	509	-3	-3	3	20.000	25.000			
5	509	0	-1	3	20.043	25.023			
5	509	-2	1	3	19.870	24.932			
5	509	0	3	3	20.000	25.000			
5	509	-2	-5	4	20.000	25.000			
5	509	2	-4	4	20.000	25.000			
5	509	-1	3	4	20.000	25.000			
5	509	1	4	4	20.000	25.000			
5	535	-4	-4	0	20.000	25.000			
5	535	0	-1	0	20.011	25.032			
5	535	-2	3	0	20.000	25.000			
5	535	0	2	0	20.001	25.002			
5	535	-4	-4	1	20.000	25.000			
5	535	0	-2	1	20.001	25.001			
5	535	-5	0	1	19.477	24.293			
5	535	3	1	1	20.150	25.202			
5	535	-4	-2	2	19.989	24.991			
5	535	2	-1	2	20.160	25.128			
5	535	-4	1	2	19.775	24.820			
5	535	0	1	2	20.032	25.026			
5	535	-3	-1	3	19.786	24.888			
5	535	2	-3	3	20.000	25.000			
5	535	-3	0	3	19.418	24.695			
5	535	4	1	3	20.385	25.202			
5	535	-2	-2	4	19.992	24.997			
5	535	1	-4	4	20.000	25.000			
5	535	-1	2	4	19.997	24.999			
5	535	0	3	4	20.000	25.000			
5	542	-5	-1	0	19.904	24.712			
5	542	3	-3	0	20.000	25.000			
5	542	-2	0	0	19.913	24.739			
5	542	2	0	0	20.145	25.435			
5	542	-2	-3	1	20.000	25.000			
5	542	1	-3	1	20.000	25.000			
5	542	-1	4	1	20.000	25.000			
5	542	0	0	1	20.058	25.078			
5	542	-3	-3	2	20.000	25.000			
5	542	2	-2	2	20.008	25.006			
5	542	-3	0	2	19.565	24.652			
5	542	3	0	2	20.609	25.487			
5	542	-3	-3	3	20.000	25.000			
5	542	3	-1	3	20.299	25.157			
5	542	-2	4	3	20.000	25.000			
5	542	3	1	3	20.299	25.157			
5	542	-4	-3	4	20.000	25.000			
5	542	3	-3	4	20.000	25.000			
5	542	-4	0	4	18.985	24.635			
5	542	1	1	4	20.160	25.058			
5	686	-4	-3	0	20.000	25.000			
5	686	4	-2	0	20.005	25.014			
5	686	-1	0	0	19.972	24.917			
5	686	1	2	0	20.002	25.005			
5	686	-5	-2	1	19.991	24.988			
5	686	0	-5	1	20.000	25.000			
5	686	-3	0	1	19.724	24.628			
5	686	0	2	1	20.001	25.001			
5	686	-4	-1	2	19.787	24.830			
5	686	2	-1	2	20.152	25.122			
5	686	-4	1	2	19.787	24.830			
5	686	0	2	2	20.002	25.001			
5	686	-4	-3	3	20.000	25.000			
5	686	3	-2	3	20.014	25.007			
5	686	-1	1	3	19.959	24.979			
5	686	2	3	3	20.000	25.000			
5	686	-4	-1	4	19.645	24.872			
5	686	2	-4	4	20.000	25.000			
5	686	-1	2	4	19.997	24.999			
5	686	2	3	4	20.000	25.000			
5	808	-2	-3	0	20.000	25.000			
5	808	3	-3	0	20.000	25.000			
5	808	-5	0	0	19.761	24.284			
5	808	3	0	0	20.186	25.557			
5	808	-2	-3	1	20.000	25.000			
5	808	4	-2	1	20.009	25.012			
5	808	-3	1	1	19.902	24.868			
5	808	3	2	1	20.007	25.009			
5	808	-5	-2	2	19.987	24.990			
5	808	0	-4	2	20.000	25.000			
5	808	-3	2	2	19.993	24.994			
5	808	0	4	2	20.000	25.000			
5	808	-2	-5	3	20.000	25.000			
5	808	2	-2	3	20.010	25.005			
5	808	-4	2	3	19.986	24.993			
5	808	3	0	3	20.742	25.390			
5	808	-4	-2	4	19.983	24.994			
5	808	3	-2	4	20.017	25.006			
5	808	-4	1	4	19.659	24.877			
5	808	1	3	4	20.000	25.000			
6	63	-1	-2	0	19.999	24.998			
6	63	3	-4	0	20.000	25.000			
6	63	-1	4	0	20.000	25.000			
6	63	1	1	0	20.039	25.118			
6	63	-5	-2	1	19.988	24.984			
6	63	0	-2	1	20.001	25.002			
6	63	-4	0	1	19.502	24.328			
6	63	4	0	1	20.640	25.864			
6	63	-2	-4	2	20.000	25.000			
6	63	1	-2	2	20.006	25.005			
6	63	-2	4	2	20.000	25.000			
6	63	2	0	2	20.533	25.427			
6	63	-2	-4	3	20.000	25.000			
6	63	2	-1	3	20.262	25.137			
6	63	-4	0	3	19.004	24.477			
6	63	2	1	3	20.262	25.137			
6	63	-3	-4	4	20.000	25.000			
6	63	2	-3	4	20.000	25.000			
6	63	-5	1	4	19.411	24.788			
6	63	2	1	4	20.327	25.118			
6	92	-2	-2	0	19.998	24.994			
6	92	0	-5	0	20.000	25.000			
6	92	-2	0	0	19.895	24.684			
6	92	2	1	0	20.065	25.194			
6	92	-1	-2	1	19.999	24.998			
6	92	1	-1	1	20.077	25.105			
6	92	-4	0	1	19.509	24.337			
6	92	1	1	1	20.077	25.105			
6	92	-5	-1	2	19.652	24.721			
6	92	3	-2	2	20.013	25.011			
6	92	-4	1	2	19.729	24.783			
6	92	0	3	2	20.000	25.000			
6	92	-2	-4	3	20.000	25.000			
6	92	0	-4	3	20.000	25.000			
6	92	-4	3	3	20.000	25.000			
6	92	1	1	3	20.155	25.081			
6	92	-3	-1	4	19.677	24.884			
6	92	2	-3	4	20.000	25.000			
6	92	-3	3	4	20.000	25.000			
6	92	0	1	4	20.065	25.023			
6	121	-1	-3	0	20.000	25.000			
6	121	0	-1	0	20.013	25.038			
6	121	-3	1	0	19.936	24.809			
6	121	4	1	0	20.115	25.344			
6	121	-5	-2	1	19.989	24.985			
6	121	1	-2	1	20.004	25.005			
6	121	-5	0	1	19.377	24.159			
6	121	4	1	1	20.229	25.309			
6	121	-3	-2	2	19.990	24.992			
6	121	4	-1	2	20.344	25.275			
6	121	-2	0	2	19.689	24.751			
6	121	4	1	2	20.344	25.275			
6	121	-4	-3	3	20.000	25.000			
6	121	0	-2	3	20.003	25.001			
6	121	-2	1	3	19.847	24.920			
6	121	3	2	3	20.018	25.009			
6	121	-2	-1	4	19.809	24.931			
6	121	4	-1	4	20.573	25.206			
6	121	-2	1	4	19.809	24.931			
6	121	4	1	4	20.573	25.206			
6	159	-3	-4	0	20.000	25.000			
6	159	2	-4	0	20.000	25.000			
6	159	-2	4	0	20.000	25.000			
6	159	0	0	0	20.034	25.102			
6	159	-4	-4	1	20.000	25.000			
6	159	1	-2	1	20.004	25.005			
6	159	-4	0	1	19.524	24.358			
6	159	1	1	1	20.075	25.101			
6	159	-3	-2	2	19.991	24.993			
6	159	3	-1	2	20.263	25.210			
6	159	-3	1	2	19.812	24.850			
6	159	1	1	2	20.113	25.090			
6	159	-3	-3	3	20.000	25.000			
6	159	4	-2	3	20.022	25.012			
6	159	-5	0	3	18.776	24.358			
6	159	0	2	3	20.002	25.001			
6	159	-2	-3	4	20.000	25.000			
6	159	2	-1	4	20.313	25.113			
6	159	-2	0	4	19.490	24.816			
6	159	0	2	4	20.003	25.001			
6	214	-1	-2	0	19.999	24.998			
6	214	3	-2	0	20.004	25.013			
6	214	-1	2	0	19.999	24.998			
6	214	4	1	0	20.110	25.329			
6	214	-4	-1	1	19.829	24.770			
6	214	4	-1	1	20.220	25.296			
6	214	-1	2	1	19.999	24.998			
6	214	0	2	1	20.001	25.002			
6	214	-3	-2	2	19.991	24.993			
6	214	3	-4	2	20.000	25.000			
6	214	-2	2	2	19.995	24.996			
6	214	1	3	2	20.000	25.000			
6	214	-5	-1	3	19.561	24.770			
6	214	1	-5	3	20.000	25.000			
6	214	-2	2	3	19.993	24.996			
6	214	3	3	3	20.000	25.000			
6	214	-4	-2	4	19.979	24.992			
6	214	3	-3	4	20.000	25.000			
6	214	-3	2	4	19.985	24.995			
6	214	2	2	4	20.015	25.005			
6	462	-2	-3	0	20.000	25.000			
6	462	1	-2	0	20.002	25.005			
6	462	-4	1	0	19.923	24.769			
6	462	2	2	0	20.003	25.008			
6	462	-5	-2	1	19.990	24.987			
6	462	3	-1	1	20.154	25.208			
6	462	-1	0	1	19.940	24.919			
6	462	1	2	1	20.003	25.004			
6	462	-4	-2	2	19.989	24.991			
6	462	0	-2	2	20.002	25.001			
6	462	-3	0	2	19.552	24.641			
6	462	1	2	2	20.005	25.004			
6	462	-4	-3	3	20.000	25.000			
6	462	2	-1	3	20.220	25.115			
6	462	-5	0	3	18.924	24.435			
6	462	4	0	3	21.076	25.565			
6	462	-3	-2	4	19.986	24.995			
6	462	4	-1	4	20.495	25.178			
6	462	-2	4	4	20.000	25.000			
6	462	4	0	4	21.345	25.484			
6	463	-2	-2	0	19.998	24.995			
6	463	3	-4	0	20.000	25.000			
6	463	-2	0	0	19.910	24.731			
6	463	3	2	0	20.004	25.011			
6	463	-2	-1	1	19.934	24.911			
6	463	1	-5	1	20.000	25.000			
6	463	-2	0	1	19.821	24.758			
6	463	1	0	1	20.179	25.242			
6	463	-1	-5	2	20.000	25.000			
6	463	0	-2	2	20.002	25.001			
6	463	-3	1	2	19.835	24.868			
6	463	1	3	2	20.000	25.000			
6	463	-1	-2	3	19.998	24.999			
6	463	1	-4	3	20.000	25.000			
6	463	-3	1	3	19.780	24.885			
6	463	1	2	3	20.007	25.003			
6	463	-4	-1	4	19.615	24.861			
6	463	1	-4	4	20.000	25.000			
6	463	-3	2	4	19.986	24.995			
6	463	3	3	4	20.000	25.000			
6	698	-4	-4	0	20.000	25.000			
6	698	3	-2	0	20.004	25.011			
6	698	-5	0	0	19.753	24.258			
6	698	0	1	0	20.010	25.030			
6	698	-2	-3	1	20.000	25.000			
6	698	2	-2	1	20.005	25.007			
6	698	-2	4	1	20.000	25.000			
6	698	0	1	1	20.020	25.027			
6	698	-1	-3	2	20.000	25.000			
6	698	0	-1	2	20.030	25.024			
6	698	-3	1	2	19.848	24.879			
6	698	4	1	2	20.273	25.218			
6	698	-5	-2	3	19.982	24.990			
6	698	1	-2	3	20.006	25.003			
6	698	-5	0	3	19.011	24.481			
6	698	4	1	3	20.364	25.191			
6	698	-3	-2	4	19.987	24.995			
6	698	4	-1	4	20.455	25.164			
6	698	-2	0	4	19.588	24.852			
6	698	4	1	4	20.455	25.164			
6	784	-4	-1	0	19.931	24.794			
6	784	0	-5	0	20.000	25.000			
6	784	-4	1	0	19.931	24.794			
6	784	3	3	0	20.000	25.000			
6	784	-3	-1	1	19.902	24.867			
6	784	3	-4	1	20.000	25.000			
6	784	-1	1	1	19.980	24.973			
6	784	2	3	1	20.000	25.000			
6	784	-2	-5	2	20.000	25.000			
6	784	3	-3	2	20.000	25.000			
6	784	-3	3	2	20.000	25.000			
6	784	3	3	2	20.000	25.000			
6	784	-3	-4	3	20.000	25.000			
6	784	1	-3	3	20.000	25.000			
6	784	-3	3	3	20.000	25.000			
6	784	3	0	3	20.748	25.393			
6	784	-1	-3	4	20.000	25.000			
6	784	1	-2	4	20.007	25.003			
6	784	-4	0	4	19.065	24.663			
6	784	1	2	4	20.007	25.003			
6	908	-3	-4	0	20.000	25.000			
6	908	1	-2	0	20.001	25.004			
6	908	-3	0	0	19.871	24.614			
6	908	2	1	0	20.047	25.142			
6	908	-3	-2	1	19.995	24.994			
6	908	0	-2	1	20.001	25.001			
6	908	-1	0	1	19.949	24.931			
6	908	0	2	1	20.001	25.001			
6	908	-5	-2	2	19.987	24.990			
6	908	3	-1	2	20.199	25.159			
6	908	-4	1	2	19.801	24.841			
6	908	3	2	2	20.010	25.008			
6	908	-1	-2	3	19.998	24.999			
6	908	1	-4	3	20.000	25.000			
6	908	-1	4	3	20.000	25.000			
6	908	1	1	3	20.114	25.060			
6	908	-1	-4	4	20.000	25.000			
6	908	4	-1	4	20.426	25.153			
6	908	-3	0	4	19.357	24.768			
6	908	3	2	4	20.016	25.006			
7	92	-2	-1	0	19.961	24.884			
7	92	1	-1	0	20.039	25.116			
7	92	-5	1	0	19.884	24.652			
7	92	1	2	0	20.002	25.006			
7	92	-2	-1	1	19.923	24.895			
7	92	1	-5	1	20.000	25.000			
7	92	-1	2	1	19.999	24.998			
7	92	4	1	1	20.232	25.314			
7	92	-3	-4	2	20.000	25.000			
7	92	2	-1	2	20.194	25.155			
7	92	-2	4	2	20.000	25.000			
7	92	0	0	2	20.105	25.084			
7	92	-4	-2	3	19.982	24.991			
7	92	1	-1	3	20.155	25.081			
7	92	-1	0	3	19.860	24.926			
7	92	3	1	3	20.361	25.190			
7	92	-1	-3	4	20.000	25.000			
7	92	1	-1	4	20.194	25.070			
7	92	-5	0	4	18.422	24.432			
7	92	4	0	4	21.578	25.568			
7	153	-3	-3	0	20.000	25.000			
7	153	1	-1	0	20.038	25.113			
7	153	-3	1	0	19.937	24.812			
7	153	0	1	0	20.013	25.038			
7	153	-1	-3	1	20.000	25.000			
7	153	1	-1	1	20.075	25.102			
7	153	-2	0	1	19.796	24.724			
7	153	3	1	1	20.176	25.237			
7	153	-2	-3	2	20.000	25.000			
7	153	1	-4	2	20.000	25.000			
7	153	-3	3	2	20.000	25.000			
7	153	3	2	2	20.013	25.010			
7	153	-3	-1	3	19.749	24.868			
7	153	3	-4	3	20.000	25.000			
7	153	-2	2	3	19.993	24.996			
7	153	0	2	3	20.002	25.001			
7	153	-2	-3	4	20.000	25.000			
7	153	2	-3	4	20.000	25.000			
7	153	-5	0	4	18.466	24.448			
7	153	2	1	4	20.313	25.113			
7	218	-4	-4	0	20.000	25.000			
7	218	2	-3	0	20.000	25.000			
7	218	-4	0	0	19.768	24.305			
7	218	3	0	0	20.232	25.695			
7	218	-4	-2	1	19.992	24.989			
7	218	1	-3	1	20.000	25.000			
7	218	-4	1	1	19.830	24.770			
7	218	1	3	1	20.000	25.000			
7	218	-3	-1	2	19.817	24.854			
7	218	2	-3	2	20.000	25.000			
7	218	-2	0	2	19.702	24.762			
7	218	0	1	2	20.037	25.029			
7	218	-5	-2	3	19.978	24.989			
7	218	4	-2	3	20.022	25.011			
7	218	-1	0	3	19.868	24.931			
7	218	1	2	3	20.007	25.004			
7	218	-5	-2	4	19.973	24.990			
7	218	0	-5	4	20.000	25.000			
7	218	-2	2	4	19.991	24.997			
7	218	0	2	4	20.003	25.001			
7	292	-4	-1	0	19.917	24.752			
7	292	2	-1	0	20.059	25.177			
7	292	-4	1	0	19.917	24.752			
7	292	0	2	0	20.001	25.002			
7	292	-1	-5	1	20.000	25.000			
7	292	2	-2	1	20.006	25.008			
7	292	-4	0	1	19.551	24.394			
7	292	2	1	1	20.118	25.159			
7	292	-1	-3	2	20.000	25.000			
7	292	3	-1	2	20.248	25.198			
7	292	-2	1	2	19.894	24.915			
7	292	0	0	2	20.096	25.077			
7	292	-2	-3	3	20.000	25.000			
7	292	4	-1	3	20.424	25.223			
7	292	-5	0	3	18.847	24.394			
7	292	3	2	3	20.016	25.009			
7	292	-1	-2	4	19.997	24.999			
7	292	3	-4	4	20.000	25.000			
7	292	-3	1	4	19.705	24.894			
7	292	3	3	4	20.000	25.000			
7	295	-5	-2	0	19.995	24.984			
7	295	0	-4	0	20.000	25.000			
7	295	-3	3	0	20.000	25.000			
7	295	2	1	0	20.059	25.177			
7	295	-2	-5	1	20.000	25.000			
7	295	2	-2	1	20.006	25.008			
7	295	-2	4	1	20.000	25.000			
7	295	3	0	1	20.448	25.605			
7	295	-2	-3	2	20.000	25.000			
7	295	1	-2	2	20.005	25.004			
7	295	-2	3	2	20.000	25.000			
7	295	0	4	2	20.000	25.000			
7	295	-4	-2	3	19.984	24.991			
7	295	4	-1	3	20.424	25.222			
7	295	-3	0	3	19.360	24.664			
7	295	3	1	3	20.330	25.173			
7	295	-5	-2	4	19.974	24.991			
7	295	0	-1	4	20.059	25.021			
7	295	-1	4	4	20.000	25.000			
7	295	1	1	4	20.177	25.064			
7	296	-5	-2	0	19.995	24.984			
7	296	0	-2	0	20.001	25.002			
7	296	-4	0	0	19.776	24.328			
7	296	4	0	0	20.288	25.864			
7	296	-5	-2	1	19.989	24.986			
7	296	1	-2	1	20.004	25.005			
7	296	-2	4	1	20.000	25.000			
7	296	1	0	1	20.192	25.259			
7	296	-3	-4	2	20.000	25.000			
7	296	4	-2	2	20.016	25.013			
7	296	-2	4	2	20.000	25.000			
7	296	0	1	2	20.035	25.028			
7	296	-2	-2	3	19.993	24.996			
7	296	3	-2	3	20.016	25.009			
7	296	-5	0	3	18.849	24.396			
7	296	3	0	3	20.896	25.470			
7	296	-2	-2	4	19.991	24.997			
7	296	4	-1	4	20.529	25.191			
7	296	-3	2	4	19.985	24.995			
7	296	2	3	4	20.000	25.000			
7	328	-5	-1	0	19.896	24.687			
7	328	0	-3	0	20.000	25.000			
7	328	-3	3	0	20.000	25.000			
7	328	1	0	0	20.095	25.284			
7	328	-2	-4	1	20.000	25.000			
7	328	2	-2	1	20.006	25.008			
7	328	-4	3	1	20.000	25.000			
7	328	3	1	1	20.163	25.219			
7	328	-4	-4	2	20.000	25.000			
7	328	0	-4	2	20.000	25.000			
7	328	-1	0	2	19.905	24.924			
7	328	4	0	2	20.852	25.682			
7	328	-1	-4	3	20.000	25.000			
7	328	4	-1	3	20.418	25.219			
7	328	-3	1	3	19.768	24.878			
7	328	3	2	3	20.016	25.008			
7	328	-1	-3	4	20.000	25.000			
7	328	3	-2	4	20.020	25.007			
7	328	-1	0	4	19.842	24.943			
7	328	1	1	4	20.174	25.063			
7	680	-1	-3	0	20.000	25.000			
7	680	0	-2	0	20.001	25.002			
7	680	-4	1	0	19.929	24.787			
7	680	4	1	0	20.091	25.274			
7	680	-2	-3	1	20.000	25.000			
7	680	1	-1	1	20.061	25.082			
7	680	-2	0	1	19.834	24.776			
7	680	2	1	1	20.102	25.137			
7	680	-2	-3	2	20.000	25.000			
7	680	4	-1	2	20.274	25.220			
7	680	-3	2	2	19.992	24.994			
7	680	2	2	2	20.008	25.006			
7	680	-3	-2	3	19.990	24.995			
7	680	0	-3	3	20.000	25.000			
7	680	-3	2	3	19.990	24.995			
7	680	3	1	3	20.285	25.149			
7	680	-4	-3	4	20.000	25.000			
7	680	4	-1	4	20.457	25.165			
7	680	-4	0	4	19.033	24.652			
7	680	1	1	4	20.152	25.055			
7	790	-4	-3	0	20.000	25.000			
7	790	4	-2	0	20.004	25.013			
7	790	-1	0	0	19.973	24.920			
7	790	1	2	0	20.001	25.004			
7	790	-5	-2	1	19.991	24.988			
7	790	0	-5	1	20.000	25.000			
7	790	-2	2	1	19.997	24.996			
7	790	0	2	1	20.001	25.001			
7	790	-4	-1	2	19.794	24.835			
7	790	2	-1	2	20.147	25.118			
7	790	-4	1	2	19.794	24.835			
7	790	0	2	2	20.001	25.001			
7	790	-1	-5	3	20.000	25.000			
7	790	2	-2	3	20.010	25.005			
7	790	-5	1	3	19.647	24.815			
7	790	2	2	3	20.010	25.005			
7	790	-2	-1	4	19.853	24.947			
7	790	3	-4	4	20.000	25.000			
7	790	-2	2	4	19.993	24.997			
7	790	0	2	4	20.002	25.001			
7	858	-2	-1	0	19.971	24.914			
7	858	0	-3	0	20.000	25.000			
7	858	-1	4	0	20.000	25.000			
7	858	4	0	0	20.235	25.705			
7	858	-3	-2	1	19.995	24.994			
7	858	2	-2	1	20.005	25.006			
7	858	-5	0	1	19.530	24.365			
7	858	0	3	1	20.000	25.000			
7	858	-3	-1	2	19.856	24.885			
7	858	1	-4	2	20.000	25.000			
7	858	-4	3	2	20.000	25.000			
7	858	3	2	2	20.010	25.008			
7	858	-3	-4	3	20.000	25.000			
7	858	3	-3	3	20.000	25.000			
7	858	-4	0	3	19.269	24.616			
